id,text,time stamp
@NHKWORLD_News,"Central Japan continues to be rocked by earthquakes following the deadly magnitude 7.6 temblor on New Year's Day. Rescue operations are ongoing in hard-hit Ishikawa Prefecture, where officials say 62 people are confirmed dead.  https://www3.nhk.or.jp/nhkworld/en/news/20240103_13/…",03-01-2024
@NHKWORLD_News,The Japanese government says at least 100 hectares across two municipalities of Ishikawa Prefecture were flooded by tsunami following Monday's massive earthquake. https://www3.nhk.or.jp/nhkworld/en/news/20240103_23/…,03-01-2024
@IndianExpress,"#Japan's north-central region of Noto experienced a 7.6-magnitude #earthquake that resulted in the triggering of #tsunami waves, prompting authorities to urge people to evacuate.   Japan has a history of facing such disasters, as evidenced by the 2011 earthquake and tsunami,",03-01-2024
@kawataru_j,"M5.5 earthquake / +5 on Japanese shindo scale / Ishikawa pref, Noto region / 10:54 (JST) January 3 / No tsunami warning issued #earthquake #tsunami #Ishikawa #Japan #緊急地震速報 #地震 #津波 #石川県 #能登地方 #日本",03-01-2024
@ANAFlightInfo_e,"Domestic Bad Weather Alert for JAN 04.  Akita : low visibility, Hachijojima : strong wind. Please note that due to the earthquake that occurred in the Noto region of Ishikawa Prefecture, flights to/from Shonai, Niigata, Noto, Toyama, Komatsu airports may be affected.  Latest",03-01-2024
@ABSCBNNews,"IN PHOTO: A resident is carried out after being rescued by firefighters in the city of Suzu, Ishikawa prefecture, after a major 7.5 magnitude earthquake struck the Noto region in Ishikawa prefecture on New Year's Day.",03-01-2024
@shaheen333777,The 7.6-magnitude earthquake that struck Japan’s Noto peninsula on Monday has killed dozens. Authorities have continued to look for people buried in the rubble of collapsed and burned buildings in the coastal epicenter of the disaster.  #JapanEarthquake #KARINA,03-01-2024
@nytimes,"The earthquake that struck Japan’s Noto peninsula on Monday has killed dozens, and authorities continued to look for people buried in the rubble of collapsed and burned buildings in the coastal epicenter of the disaster. https://bit.ly/41G1OTj",03-01-2024
@ChiDtc64083,The Earth's crust shifted 3 meters after the Japan earthquake The strong earthquake that shook Ishikawa Prefecture caused crustal changes of up to 3 meters on the Noto Peninsula near the epicenter.,03-01-2024
@CityofMonterey,"Our hearts are with everyone affected by the major earthquake that struck the Noto Peninsula, Japan on New Years Day. The epicenter is < 40 miles from our long time sister city Nanao. We are here for you, & we'll do everything we can to help you through this tragedy.",03-01-2024
@CBSNews,"Cracked open streets, a damaged temple and collapsed buildings were seen in Noto, Japan, two days after a powerful earthquake struck. Noto is close to the epicenter of the quake, which killed at least 65 people according to national media. https://cbsn.ws/48qhBs8",03-01-2024
@HelenAnnSmith0,"Driving up the Noto Peninsula today, towards where the epicenter of the New Year’s Day earthquake was.  The closer we get the more damage there is, land slides, collapsed roofs and huge fissures in the roads",03-01-2024
@ChinaNewsVideo,"Japan Earthquake: 7.6 Magnitude Earthquake strikes Japan, triggering tsunami warning | WION #SouthKoreaTechnology #SouthKoreaBioTech #SouthKorean [Video] Japan was jolted by a 7.6 magnitude earthquake on January 1st, 2024, with its epicentre in the Noto… http://dlvr.it/T0tb2z",03-01-2024
@AI_Fukuzawa,Japan’s Noto Peninsula Earthquake in 2024: A Calm Summary of the Air Self-Defense Force’s Relief Efforts https://x.news-us.org/2024/01/03/japans-noto-peninsula-earthquake-in-2024-a-calm-summary-of-the-air-self-defense-forces-relief-efforts/…,03-01-2024
@ShahriyarGourgi,"LOOK: The major 7.5 magnitude earthquake that struck the Noto region in Ishikawa prefecture in Japan on Jan. 1, 2024, has killed at least six people and left a trail of destruction. | : Fred Mery / AFPTV / AFP  Read more: https://inqnews.net/Japanquakerescue…",03-01-2024
@NoriGuide,A Japan Airlines plane and a Japan Coast Guard aircraft collided at #Haneda Airport. The JCG plane was supposed to be carrying supplies for survivors of the 2024 #Noto Peninsula #earthquake that occurred on New Year's Day. #japan #tokyo #JAL #airplanecrash,03-01-2024
@vision_times,"https://visiontimes.com/2024/01/02/devastating-earthquake-strikes-japan-on-new-years-day-as-frantic-search-for-survivors-begins.html…  The 7.6 magnitude quake, which struck the Noto Peninsula in the Ishikawa prefecture on Monday afternoon (Jan. 1), has triggered a desperate race against time to find survivors amid the rising death toll.",03-01-2024
@mondoterremoti,"Guardate come si è sollevato il fondale marino del porto di Kaiso, sulla penisola di Noto, in seguito al violento #terremoto di lunedì. Parliamo di variazioni comprese tra i 3 e i 3,9 metri in tutto il circondario e un avanzamento della linea di costa di 250 m. #Giappone",04-01-2024
@WxNB_,The earthquake that struck Japan’s Noto peninsula on Monday was so strong that the coastline has moved up to 250 meters offshore due to significant land uplift.,04-01-2024
@BBCAmos,"Japan's ALOS-2 satellite showed clearly where on the Noto Peninsula the greatest uplift had occurred during Monday's M7.6 quake. Researchers have now visited this area to document the major coastal movements, including at Kaiso port. https://eri.u-tokyo.ac.jp/eq/20465/ H/T  @timwright_leeds",04-01-2024
@mrjeffu,"A clip from Asahi TV shows that a lot of relief supplies are  accumulating in Kanazawa, but they've hit a bottleneck because the earthquake has inflicted heavy damage on the Noto Peninsula's roads.  Trucks can't reach some of the worst-hit areas.",04-01-2024
@mrjeffu,NHK has shared scenes of earthquake damage in the Noto Peninsula. One man seems to be living in his truck with his dog because evacuation centers don't allow pets.,04-01-2024
@mrjeffu,"ARROWS (Airborne Rescue & Relief Operations With Search) has shared this video of the work they're doing in the Noto Peninsula. They've deployed a team of 19 rescue workers, together with Roger the rescue dog. 1/2",04-01-2024
@mrjeffu,Video: Osaka police held a departure ceremony this morning for the 91 police officers and 2 police dogs they are sending to assist with earthquake relief and search & rescue efforts in the Noto Peninsula.,04-01-2024
@AvgAsianJoe248,"World News: Japan - Earthquake. Japanese rescuers race to find survivors as quake death toll rises to 78. Scale of damage to roads and poor weather hamper relief efforts, three days after quake off Noto Peninsula.  https://aljazeera.com/news/2024/1/4/japanese-rescuers-race-to-find-survivors-as-quake-death-toll-rises-to-78…",04-01-2024
@mrjeffu,"As Japanese search and rescue teams struggled to check the many collapsed buildings in the Noto Peninsula, Taiwan was ready to send 160 rescue workers to help. The Japanese government told Taiwan that they were \not needed.\"" https://news.yahoo.co.jp/articles/d0144a2d67a6e81651474874907f845efa935262…""",04-01-2024
@aegroup_viva,"There will be an archive for Kanju Akeome 2024 stream!   Do take note that archive ends on the same day (Fri) at 11:59pm  Also, part of the proceeds from the stream will be donated to support disaster relief efforts for the Noto Peninsula Earthquake.",04-01-2024
@benbeechphoto,"Extremely saddened to hear that the Wajima-nuri craftspeople I was up in Noto documenting last year have lost everything in the quake. Their workshop and extensive collection of lacquerware, parts of which date back some 100 years were all destroyed in the fire.",04-01-2024
@EruditeRisk,Prime Minister Fumio Kishida announced plans to double the number of Self-Defense Force personnel for rescue and lifesaving operations following the Noto Peninsula earthquake.,04-01-2024
@SkyNews,"Roads have collapsed in Noto Peninsula, Japan, swallowing up cars following the most recent 5.5 magnitude earthquake.   Over 150 earthquakes have hit Japan since New Year's Day.  https://trib.al/5aK4DYY",04-01-2024
@soundarc2001,,04-01-2024
@RedGeoChile,"Continúan difundiéndose registros del momento exacto del terremoto 7.5 Mw que golpeó la península de #Noto, Japón.  La pintoresca y rocosa Isla Mitsuke está ubicada a 5 kilómetros al sur de la costa de la ciudad de #Suzu, prefectura de #Ishikawa.    @kenya_0817  (Vía X).",04-01-2024
@bizconsuloffice,Ishikawa Living Support Center  令和6年能登半島地震/多言語相談窓口  2024 Noto Peninsula Earthquake/Multilingual Consultation Desk  URL https://support.ishikawa.jp/index-en.html  #ihotline #ishikawa #全国通訳案内士,04-01-2024
@Reuters,"Eyewitness video shot on January 1 shows Wajima residents escaping a landslide after a deadly earthquake struck Japan's Ishikawa Prefecture. In the footage, the landslide crashes down destroying houses in its path as a crack develops on the road https://reut.rs/3NP39Bz",04-01-2024
@SonyGroupGlobal,The Sony Group extends its deepest condolences and sympathy to all those affected by the Noto Peninsula earthquake. We pray for a full and swift recovery across the region.,04-01-2024
@zulfikaradlan,"A quick analysis of the water level recorded from 6 TG stations on the northern side of Honshu (Sea of Japan) after the 01.01 EQ shows the extent of the tsunami wave. The station closest to the epicenter (Noto) was instantly damaged, while another 2 TG (Toyama and Sado) shows /1",04-01-2024
@AnimetopiaJapan,"Report by BBfrom Wajima City, Noto Peninsula, near the epicenter",04-01-2024
@trendforce,"Japan Ushers in 2024 with a Seismic Jolt: A 7.6 magnitude earthquake rocked the Noto Peninsula in Ishikawa Prefecture on the afternoon of January 1st. Its epicenter—a mere 16 kilometers beneath the surface—places it in the shallow quake category, amplifying its destructive reach.",04-01-2024
@MalikNaveed_K,"Earthquake intensity January 5, 2024] At around 0:04, there was an earthquake with its epicenter in the Noto region of Ishikawa Prefecture. The depth of the epicenter is approximately 10 km, and the magnitude of the earthquake is estimated to be M4.4. #航空機激突事故",04-01-2024
@tokyotech_en,Message from Tokyo Tech community to people affected by 2024 Noto Peninsula Earthquake: The Tokyo Tech community would like to offer its deepest condolences to all those affected by the powerful earthquake that struck the Noto Peninsula and other regions… https://ift.tt/pNOa7KI,04-01-2024
@AI_Fukuzawa,Ishikawa Noto Peninsula Earthquake 2024: Landslides and Shortages in Wajima City https://x.news-us.org/2024/01/03/ishikawa-noto-peninsula-earthquake-2024-landslides-and-shortages-in-wajima-city/…,04-01-2024
@AndyVermaut,Andy Vermaut shares:Japan earthquake: Rescuers race to find survivors after critical 72-hour survival window: Rescuers in the Noto peninsula of Japan - where a 7.6 magnitude earthquake hit on New Year's Day - are racing against time in their… https://euronews.com/2024/01/04/japan-earthquake-rescuers-race-to-find-survivors-after-critical-72-hour-survival-window?utm_source=dlvr.it&utm_medium=twitter… Thank you.,04-01-2024
@UHN_Plus,"| DATO CURIOSO: El terremoto en la Península de Noto, Japón, provocó un desplazamiento costero de hasta 250 metros en algunos lugares, debido al notable levantamiento del terreno.",05-01-2024
@cover_corp,,05-01-2024
@CHN_WLens,"China Speed! China Power!  On 18 December 2023, a magnitude 6.2 earthquake struck Gansu Province, China.   On 1 January 2024, a magnitude 7.6 earthquake struck off the coast of Noto Peninsula, Japan.  Below is a comparison between the earthquake relief efforts of China and Japan.",05-01-2024
@pokejungle,"The Pokémon Company is donating 50 million yen (~$346,400 USD) to the Japanese Red Cross Society for relief efforts helping victims of the January 1 Noto Peninsula earthquake in Japan.",05-01-2024
@AvgAsianJoe248,"Japan Earthquake update: JAN 4, 2024. Japanese rescuers race to find survivors as quake death toll rises to 78. Scale of damage to roads and poor weather hamper relief efforts, three days after quake off Noto Peninsula.  https://aljazeera.com/news/2024/1/4/japanese-rescuers-race-to-find-survivors-as-quake-death-toll-rises-to-78…",05-01-2024
@Nomura,Nomura announces we will donate 20 million yen to support relief efforts in areas affected by the recent earthquake that struck Japan's Noto Peninsula.  Nomura extends its deepest condolences to the victims and their families and we pray for a swift recovery from this disaster.,05-01-2024
@oE0jYYkUJ8lgJCk,"Japan's emergency is Taiwan's emergency-On the 4th, Taiwanese Foreign Minister Wu announced a donation of 60 million yen to Japan for rescue and relief efforts following the Noto Peninsula earthquake. An account for general donations has also been opened.",05-01-2024
@Z5RCv6M83RfpvJ0,"Noto Peninsula Earthquake - Expanding damage situation - 92 dead in Ishikawa Prefecture - Names of 242 people whose safety is unknown announced - The arrival of the Self-Defense Forces hastened the operation of rescue dogs and relief supplies, but it has been difficult -",05-01-2024
@DE_ED_62,"[Reiwa 6th Noto Peninsula Earthquake] This is a rescue operation in Wajima City, Ishikawa Prefecture, carried out by the emergency fire assistance team on January 4th.",05-01-2024
@NavantiGroup,"After a 7.6 magnitude earthquake on New Year’s Day in #Japan’s #Noto, which also triggered a small #tsunami, rescue operations are in full swing to locate 242 missing individuals. Many of the missing are presumed to be trapped in #Suzu and #Wajima.",05-01-2024
@NiziU__official,,05-01-2024
@UTokyo_News_en,[Notice] On the Noto region earthquake (Message from the President),05-01-2024
@VOANews,": Firefighters search for missing people at the site of a collapsed house in the city of Wajima, after a major 7.5 magnitude earthquake struck the Noto region in Ishikawa prefecture on New Year's Day.  https://voanews.com/a/death-toll-from-new-year-s-day-earthquake-in-western-japan-rises-to-62/7424622.html…",05-01-2024
@transitions0101,"SMILE-UP. announced that it will be donating 50 million yen to support the people and region affected by the Noto Peninsula Earthquake.  The company stated that it will continue to carry out \Smile Up ! Project\"" activities. https://smile-up.inc/s/su/news/detail/10022…""",05-01-2024
@Milan8320,"As rain fell sluggishly down, the architectural integrity of each block crumbled with collapsed houses dotting the landscape in the Japanese city of Wajima, only 30 km away from the epicenter when a series of strong earthquakes on Monday rocked the Noto region of Ishikawa.",05-01-2024
@ChinaDaily,"As rain fell sluggishly down, the architectural integrity of each block crumbled with collapsed houses dotting the landscape in the Japanese city of Wajima, only 30 km away from the epicenter when a series of strong earthquakes on Monday rocked the Noto region of Ishikawa.",05-01-2024
@BEFIRSTupdates,"[RYOKI] [Info]  After tweeting about providing supplies to the zone affected by the Noto earthquake on Jan. 1, RYOKI was seen visiting the evacuation shelters in Nanao city, Ishikawa prefecture (about 84km from the epicenter) to deliver the relief supplies himself!  #RYOKI",05-01-2024
@wni_jp,Replying to  @wni_jp,05-01-2024
@osaka_univ_e,[News] The 2024 Noto Peninsula Earthquake: Info for Affected Students,05-01-2024
@ActionIntell,"On January 5, Canon, Ricoh, and Toshiba Tec each issued announcements about the Noto Peninsula earthquake—Canon and Toshiba Tec to offer some help and Ricoh to report on the status of its operations in the region. #earthquake #News #BusinessNews #Trending  https://action-intell.com/2024/01/05/canon-ricoh-and-toshiba-tec-provide-updates-and-help-following-noto-peninsula-earthquake/…",05-01-2024
@cover_corp,Replying to  @cover_corp,05-01-2024
@osaka_univ_e,"[News] Financial support for students who suffered damages due to Noto Peninsula earthquake beginning on January 1, 2024",05-01-2024
@claimspages,"$6.4 Billion Estimated Insured Losses in Japan’s Noto Peninsula Earthquake: The 2024 Noto Peninsula Earthquake, a magnitude 7.5 seismic event off Honshu’s west coast, has resulted in estimated… https://claimspages.com/news/$6.4-billion-estimated-insured-losses-in-japans-noto-peninsula-earthquake-20240105/… #Catastrophe #Property #Marine #RiskManagement #Claims",05-01-2024
@DKReactors,【令和6年能登半島地震】生存者救出の瞬間 [2024 Noto Peninsula Earthquake] Moment of the rescue of survivors! https://youtu.be/mN8JaQZDZAQ  この困難な時期における救助チームと日本人の行動には敬意を表する。私たちは祈り、日本が再び立ち上がることを確信しています。,05-01-2024
@robintlewis,"\How to help survivors of the 2024 Noto Peninsula Earthquake in #Japan \""  Here's a list of organisations responding to the 1st January #earthquake that are accepting international donations and sharing English-language updates  https://link.medium.com/tg2cVwLA6Fb  #NotoPeninsula #Ishikawa""",05-01-2024
@businesswisehub,"In the aftermath of a devastating New Year's Day earthquake in Japan's remote Noto peninsula, the race to find 242 missing individuals continues, marking the end of a critical 72-hour period for potential survivors. https://businesswisehub.com/index.php/2024/01/05/japan-earthquake-search-for-nearly-250-missing-falters-as-hopes-diminish-for-survivors/…",05-01-2024
@mondoterremoti,"Utilizzando i dati preliminari dell'USGS,  @seisorche  è riuscito a produrre una prima simulazione della propagazione delle onde di #tsunami che si sono formate in seguito al violento terremoto di lunedì sulla penisola di Noto, in Giappone.",06-01-2024
@NHKWORLD_News,A study shows the earthquake that struck Japan's Noto Peninsula on Monday has expanded the coastline in the area by up to 175 meters. #能登半島地震 https://www3.nhk.or.jp/nhkworld/en/news/20240106_07/…,06-01-2024
@mrjeffu,"ANN reports on the situation at evacuation centers at Notojima, 4 days after the earthquake: •they're eating food from evacuees homes, not the government •evacuees have to travel across dangerous roads to local government hubs to get supplies themselves",06-01-2024
@Ryo_Saeba_3,"Alors que le séisme de Noto a atteint aujourd'hui la barre des 100 morts avec 211 personnes toujours disparues et qu'il faut souligner le travail admirable des secours, il y a aussi des rapports de pillage et des refuges qui refusent l'entrée ou la nourriture aux étrangers",06-01-2024
@HiiragiYuu_Vt,Animated Afternoon Tea Assets  Kawanina-san has generously announced that all profits (minus BOOTH's handling fee of 5.6%) made through this BOOTH listing before January 31st will be donated to relief efforts for the earthquake that hit the Noto Peninsula on New Year's Day,06-01-2024
@NinReportersEN,"The Pokemon Company's Humanitarian Efforts: $50 Million Yen Donation for Noto Peninsula Earthquake Relief Summary: In response to the recent Noto Peninsula Earthquake, the Pokemon Compa... Link: https://nintendoreporters.com/en/news/general/the-pokemon-companys-humanitarian-efforts-50-million-yen-donation-for-noto-peninsula-earthquake-relief/?feed_id=33627&_unique_id=65993aaaa096b…",06-01-2024
@TokyoElectronUS,"TEL extends its deepest sympathy to those affected by the earthquake that struck the Noto Peninsula, Ishikawa Prefecture in Japan. We have donated 100 million yen to support relief efforts for affected communities and hope for a quick recovery.",06-01-2024
@GhadaFathiWaly,"My thoughts & prayers are with all those affected by the tragic earthquake in Japan on New Year's Day. I extend my condolences to the people of Japan & commend the heroic rescue efforts of relief workers in Wajima, Suzu and Noto to save lives, help the injured & find the missing.",06-01-2024
@Rainmaker1973,The power of the M7.5 earthquake in Japan can be seen in just how much the ground moved in the Noto peninsula.  It rose up by more than 4 meters (13 ft) in places and moved sideways by over a metre.  [Geospatial Information Authority of Japan (GSI)],06-01-2024
@Cecalli_Helper,"``Even though the building met the new standards, damage accumulated during the #earthquake swarm that continued for about three years may have led to its collapse.'' #infrastructure #security #design #policy #Noto #Japan https://x.com/livedoornews/s/livedoornews/status/1743624819760153058…",06-01-2024
@colecameron,"An elderly woman has been rescued tonight, 124 hours after the earthquake occurred in Japan's Ishikawa Prefecture on Monday. She was found trapped in a collapsed house in Suzu City. Her survival is a miracle. This footage is from The Chunichi Shimbun. Watch ↓.",06-01-2024
@kawataru_j,"M4.4 earthquake / -6 on Japanese shindo scale / Ishikawa pref, Noto region / 23:20 (JST) January 6 / No tsunami warning issued #earthquake #tsunami #Ishikawa #Japan #緊急地震速報 #地震 #津波 #石川県 #能登地方 #日本",06-01-2024
@kawataru_j,"M5.3 earthquake / +5 on Japanese shindo scale / Ishikawa pref, Noto region / 05:26 (JST) January 6 / No tsunami warning issued #earthquake #tsunami #Ishikawa #Japan #緊急地震速報 #地震 #津波 #石川県 #能登地方 #日本",06-01-2024
@freenodofree,"Around 5:26 on Saturday, January 6, there was an earthquake with a maximum seismic intensity of just over 5 in Ishikawa Prefecture.  The epicenter is in the Noto region of Ishikawa Prefecture, where the depth of the epicenter is about 10 km, and the magnitude of the earthquake is",06-01-2024
@Horizonnews07,"Japan Earthquake: Death toll in massive earthquake rises to 78, water supply also disrupted at many places  2024 Noto Peninsula Earthquake: Debris and broken roads have increased the challenges for rescue teams in search and rescue operations.",06-01-2024
@calioops,Report : 2024 Noto Peninsula Earthquake | News / Press Releases | SECOND HARVEST Japan,06-01-2024
@peace_boat,【Initial Response Report】 2024 Ishikawa Noto Peninsula Earthquake Emergency Relief Underway https://pbv.or.jp/en/news/initial-report-2024-ishikawa-noto/…  We seek your continued cooperation to help us support those facing challenging conditions. https://pbv.or.jp/en/donate/,06-01-2024
@chis2023,"【LIVE】Latest Weather and Earthquake Information Friday, January ６, 2024 / Reiwa 6 Noto Peninsula Earthquake Information <Weather News LiVE Evening > https://youtube.com/live/dSS7kbryruU?si=J3x_umbypJCWBc1S…  @YouTube",06-01-2024
@airnewsalerts," A study shows that the #earthquake that struck #Japan's Noto Peninsula on January 2, 2024 has expanded the coastline in the area by up to 175 meters.  An investigative team led by Associate Professor Gotou Hideaki from Hiroshima University's graduate school studied the ground Show more",06-01-2024
@mrjeffu,"Breaking: An elderly woman has been rescued from an collapsed house in Suzu City, 124 hours after Monday's earthquake.",06-01-2024
@jjwalsh,Informative and Helpful article by the founder of Social Innovation Japan and  @mymizuco  Robin Lewis about helping with the most recent earthquake in Japan: How to help survivors of the 2024 Noto Peninsula Earthquake in Japan by  @robintlewis,06-01-2024
@mrjeffu,"From TBS: An Indian woman cooked chicken curry for 100 people in Japan's earthquake-hit Noto Peninsula. It looks like many of these elderly residents of Himi City had never eaten Indian-style curry before, but they were very happy and grateful. https://youtube.com/watch?v=IoUWeKth5bE…",06-01-2024
@mitui_mitubisi,,07-01-2024
@mrjeffu,Thread: TBS aired a report yesterday about the earthquake relief in the Noto Peninsula: •A veteran rescue worker from ARROWS was surprised at the very slow response from the Japanese government. Normally supplies and personnel arrive sooner.,07-01-2024
@mrjeffu,It's snowing in Wajima and other areas of the earthquake-hit Noto Peninsula today. This will probably further complicate the attempts to bring food/water to evacuees.,07-01-2024
@MelindaJoe,It was heartening to see so many people turn out for the Onigiri for Noto event hosted by Narisawa and Wagyumafia yesterday. All proceeds were donated to relief efforts to help victims of the earthquake.,07-01-2024
@mrjeffu,Peace Winds Japan has shared a video of yesterday's rescue of an elderly woman from a collapsed house in Suzu (124 hours after the Noto Peninsula Earthquake).,07-01-2024
@NHKWORLD_News,"On day seven after the massive earthquake in central Japan, many evacuees are still in need of relief supplies and running water. Efforts are being made to send mobile flush lavatories to evacuation centers. #Noto #quake",07-01-2024
@RecordGBA,"At least 2,294 people were still stranded in #Ishikawa Prefecture on Sunday as snow and sleet hampered rescue and relief efforts, and roads were cut off due to the Noto Peninsula #earthquake, Kyodo News reported.  The disaster claimed at least 128 lives as of",07-01-2024
@quirkyblock,The Pokemon Company donates 50M yen to support Noto Peninsula earthquake relief efforts. A generous contribution in times of need. #bitcoin #cryptonews #donations #followforcryptonews,07-01-2024
@kamogawayuka,"【Yuka NFT ART CHARITY】  On January 1, 2024, a strong earthquake with a magnitude of 7.6 struck the Noto region in Ishikawa Prefecture. My heartfelt sympathies go out to all affected.  The situation in the disaster area is becoming increasingly severe each day. The quake's",07-01-2024
@theomakaseshow,"Support our RESONANCE artist,  @kamogawayuka  and her incredible initiative to assist fellow citizens in Japan who have been impacted by the devastating earthquake in the Noto region.   The proceeds from the sales will contribute to the ongoing rescue efforts.   Our deepest",07-01-2024
@rosejade_eth,Please take a moment to read Yuka’s post. She has created a charity piece to help those affected by the earthquake in the Noto region in Japan. Her heart matches her talent. I’ve minted a piece with prayers and solidarity in mind.,07-01-2024
@News_Kenya,Another quake jolts Japan’s Noto region: Over 100 people were killed in an earlier earthquake last week. - Kenya breaking news | Kenya news today | http://Capitalfm.co.ke,07-01-2024
@girlie_mac,"A harbor seal and dolphins from the Noto peninsula epicenter are at a safe place in Fukui now. Phew. I started hearing about more non-critical news from there finally, which is a good sign.",07-01-2024
@LarryRo71439723,"The adverse weather on the Noto peninsula continued to ______ survivors at the epicenter of the magnitude 7.6 quake that left more than 30,000 homeless and cut power to tens of thousands of residences and businesses.",07-01-2024
@karma_is_a_kat,"能登はすごい美しい所だって多い優しいと親切な人に住んではいます。悲しみで胸がいっぱいだ。  Noto Peninsula, the epicenter of last week’s devastating earthquake in Japan, is a beautiful place. I spent three weeks there in 2021 and met so many sweet people. I’m so broken up about it.",07-01-2024
@mitui_mitubisi,Replying to  @mitui_mitubisi,07-01-2024
@0iSakura," Hoje 1 idosa de 90 anos foi resgatada depois de 5 dias do terremoto, 126 mortos, 210 desaparecidos, 30mil pessoas em abrigos, os terremotos diminuíram a intensidade (tremores secundários pós grande tremor) mas ainda persistem na aera, chuva de granizo, previsão de neve... Caos. Show more",07-01-2024
@mrjeffu,"Video: Yamamura Takehiko, head of the Disaster Prevention System Institute, said he was shocked/angered by how Japanese authorities haven't done much to repair roads 5 days after the Noto Peninsula Earthquake.  He's never seen anything like it before.",08-01-2024
@mrjeffu,"Fuji TV reports on the situation in the town of Noto, one week after the earthquake: •The government has not delivered enough drinking water. •Locals are taking plastic buckets to a nearby river to get water for toilets. It is difficult in the snow. https://news.yahoo.co.jp/articles/d46e3fce024508a975c2ee37190d48524bdff20d…",08-01-2024
@PSUdotcom,Sony Donates 40 Million Yen Of Emergency Aid To Noto Peninsula Earthquake Relief Efforts https://psu.com/news/sony-donates-40-million-yen-of-emergency-aid-to-noto-peninsula-earthquake-relief-efforts/… #Sony #EarthquakeRelief #News,08-01-2024
@yoshikifa,YOSHIKI donates 10 million yen to the Japanese Red Cross Society to support areas affected by the Noto Peninsula Earthquake   @YoshikiOfficial  #YOSHIKI   https://yoshiki.net/news/yoshiki-donates-notopeninsula-earthquake…,08-01-2024
@polarbear_2017,Japan Earthquake: Rain & Snow Hamper Search & Rescue Operation | Noto Qu... https://youtu.be/qWsPZ5CMjmU?si=xDACASIGgxryCJh9… via  @YouTube,08-01-2024
@VOANews,": Policemen search for victims in Asaichi-dori Street, which burned down due to a fire following an earthquake in Wajima, Ishikawa Prefecture, Japan, Jan. 7, 2024. (Reuters)  https://voanews.com/a/snow-hinders-rescues-aid-deliveries-after-japan-quake/7429732.html…",08-01-2024
@NHKWORLD_News,"Snowfall has been intensifying in areas affected by a powerful earthquake centered in the Noto region of Ishikawa Prefecture, central Japan, on New Year's Day. https://www3.nhk.or.jp/nhkworld/en/news/20240108_08/…",08-01-2024
@RecyclerMedia,"On 1 January 2024, a large-scale earthquake struck the Noto region of Ishikawa Prefecture, Japan, causing extensive damage and loss of life.  #Earthquake #Aid #Charity #OEMs #Business",08-01-2024
@norishikata,"Snowfall, cold increase danger in Japan's quake-hit areas | NHK WORLD-JAPAN News   Snowfall has been intensifying in areas affected by a powerful earthquake centered in the Noto region of Ishikawa Prefecture, central Japan, on New Year's Day.  People should take extra caution",08-01-2024
@pgbiz,"Following the Noto Peninsula Earthquake on January 1 2024,  @Pokemon_cojp  has donated ¥50 million to the Japanese Red Cross Society in support of those affected. https://buff.ly/3RKvLgq",08-01-2024
@PakStartup,"A 90-year-old woman, trapped under rubble for nearly five days after an earthquake in Suzu city, Japan, has been found alive. She was discovered in a narrow space between the first and second floors of her house.   #woman #activity #space #Japan",08-01-2024
@84_official_,能登半島地震の復興支援のための募金箱を設置しました。  We have set up a donation box for Noto Peninsula Earthquake relief efforts.  #84hashi,09-01-2024
@yojidotdj,"To those who have suffered greatly from the 2024 Noto Peninsula Earthquake, please accept my heartfelt sympathy. I am starting a small special project on my bandcamp in the hope that I can be of some assistance in the current disaster relief efforts and in the restoration of your",09-01-2024
@ChinaDailyWorld,"Sad news from Ishikawa, #Japan. The death toll has risen to 180 following a series of powerful earthquakes last week, as heavy snow and rain have hampered rescue operations. The 2024 #Noto Peninsula #Earthquake is the deadliest in Japan since the 2016 Kumamoto quakes.",09-01-2024
@_sitata_,"Following a 7.6 magnitude earthquake in the Noto region on 1 January, at least 161 people are confirmed dead, and 103 remain missing in Ishikawa.  #safewithSITATA #travel #safety #earthquake #japan #ishikawa #noto",09-01-2024
@massao_mork,"After New Year earthquake in Noto, Ishikawa, the epicenter seem to be moving closer to Sado island, Niigata",09-01-2024
@waseda_univ,[Message From President Aiji Tanaka] Concerning the Earthquake on the Noto Peninsula in January 2024,09-01-2024
@TheWatchers_,"Shallow M6.0 earthquake hits off the coast of Noto Peninsula, site of destructive M7.6 earthquake on January 1 https://buff.ly/3RSy2WV #earthquake #NotoPeninsula #Japan",09-01-2024
@sbnews9434,"SoftBank Corp. and other Japan-based carriers provide the Disaster Message Board service as a way for people to post their whereabouts following a disaster. It went into operation after the Noto Peninsula Earthquake struck on January 1, 2024. Details here.",09-01-2024
@kobayasu0714,Please share. This is a way to support Noto against the earthquake.（シェア希望！英語圏向け能登支援方法まとめページ）,09-01-2024
@Capcom_IR,"[Press Release] \Capcom to Support Noto Peninsula Earthquake Relief Efforts\"" added.""",10-01-2024
@ichigoyhcm,"Yunho: to the people of Ishikawa prefecture, fighting!! Tomorrow will surely come~  He is so sweet, my angel Yunho  ⊹ ⋆ﾟ꒰ఎ ♡ ໒꒱ ⋆ﾟ⊹  *) context: very strong earthquake hit Ishikawa on Jan 1, 2024",10-01-2024
