text,date,processed_text
"7.8 mag @ Turkey and Syria, This is insane.. God help them. 🙁🙏",2023-02-06 13:11:48+00:00, mag turkey and syria this is insane god help them 
A second earthquake of magnitude 7.6 struck southeastern Turkey's Kahramanmaras region   ,2023-02-06 13:11:49+00:00, second earthquake of magnitude struck southeastern turkey kahramanmaras region 
" saying the 1999   happened in the east of Turkey. Pretty sure the epicentre was in  in the west of the country, I should know I was there.",2023-02-06 13:11:51+00:00, saying the happened in the east of turkey pretty sure the epicentre was in in the west of the country should know was there 
Praying for 🇹🇷 ,2023-02-06 13:11:52+00:00,praying for 
🔔 ( M4.4 occurred 21 km SE of  ( 17 min ago (local time 15:54:40). More info at:📱🌐🖥 ,2023-02-06 13:12:02+00:00, occurred km se of min ago local time smile more info at 
Almost 3000 destroyed houses in An  takes livesGreat pain and loss  ,2023-02-06 13:12:07+00:00,almost destroyed houses in an takes livesgreat pain and loss 
"The human spirit is unbreakable, even in the face of tragedy!!Let's come together and support the victims of the Turkey &amp; Syria earthquake with our prayers. 🙏🏻💔  ",2023-02-06 13:12:07+00:00,the human spirit is unbreakable even in the face of tragedy let come together and support the victims of the turkey amp syria earthquake with our prayers 
"The earthquake that hit Turkey on Monday was one of the most powerful ever recorded in the country, even shaking buildings in Israel and Syria. More than 500 deaths have been reported, but the toll is expected to rise. ",2023-02-06 13:12:10+00:00,the earthquake that hit turkey on monday was one of the most powerful ever recorded in the country even shaking buildings in israel and syria more than deaths have been reported but the toll is expected to rise 
Praying 🙏for the victims of the devastating earthquake in Turkey. May the love and support of the world bring comfort and strength to all those affected. God bless Turkey. ,2023-02-06 13:12:13+00:00,praying for the victims of the devastating earthquake in turkey may the love and support of the world bring comfort and strength to all those affected god bless turkey 
May Allah bless them safe.      ,2023-02-06 13:12:16+00:00,may allah bless them safe 
Why does Allah punish all the countries supporting Pakistan  ,2023-02-06 13:12:19+00:00,why does allah punish all the countries supporting pakistan 
" | Another earthquake of magnitude 6.0 strikes central Turkey, says USGSThis is the Third earthquake in  after two powerful earthquakes in less than 24 hours. ",2023-02-06 13:12:19+00:00, another earthquake of magnitude strikes central turkey says usgsthis is the third earthquake in after two powerful earthquakes in less than hours 
More than 1300 people have been killed and thousands of others injured in  and  after a powerful magnitude 7.8  hit southern Turkey.  ,2023-02-06 13:12:21+00:00,more than people have been killed and thousands of others injured in and after powerful magnitude hit southern turkey 
Earthquake in Turkey. May Allah swt save all of us. Prayers for  ,2023-02-06 13:12:24+00:00,earthquake in turkey may allah swt save all of us prayers for 
"also if you are looking for a way to help, AHBAP is the most reliable foundation that helps rescuing people and providing their needs. 🥺🙏🏼 You can donate there via this link:   ",2023-02-06 13:12:26+00:00,also if you are looking for way to help ahbap is the most reliable foundation that helps rescuing people and providing their needs you can donate there via this link 
All my prays for Turkish people ,2023-02-06 13:12:28+00:00,all my prays for turkish people 
"میرے مولا کرم ہو کرم Another 7.5 Magnitude earthquake hits Central Turkey and the death toll has reached 1600. More than 400 buildings have collapsed. Heart goes out for the people in Turkey, Syria and Lebanon. Prayers  🤲 ",2023-02-06 13:12:28+00:00,میرے مولا کرم ہو کرم another magnitude earthquake hits central turkey and the death toll has reached more than buildings have collapsed heart goes out for the people in turkey syria and lebanon prayers 
"💥💥💥Zeus is the new department of PMC ""Wagner""💥💥💥👉      ",2023-02-06 13:12:30+00:00, zeus is the new department of pmc wagner 
SHOCKING! Death ~ 2000Injured ~ 8000  a massive 7.8 magnitude earthquake in  and  Condolences and prayers for all the departed souls!           ,2023-02-06 13:12:33+00:00,shocking death injured massive magnitude earthquake in and condolences and prayers for all the departed souls 
My prayers with the ones who are affected by the Earthquake that occured in  and  ! May Allah provide strength for the families of the ones who were affected by this natural disaster! 🤲🤲🤲 ,2023-02-06 13:12:34+00:00,my prayers with the ones who are affected by the earthquake that occured in and may allah provide strength for the families of the ones who were affected by this natural disaster 
"The  has seen 1,400 confirmed casualties so far. As a reminder of the tremendous destructive power of nature, here are the deadliest earthquakes of the 21st century...  ",2023-02-06 13:12:38+00:00,the has seen confirmed casualties so far as reminder of the tremendous destructive power of nature here are the deadliest earthquakes of the st century 
Prayers for everyone who has been affected by the earthquake in Turkey and Syria. It is incredibly tragic and I hope they receive international relief     ,2023-02-06 13:12:42+00:00,prayers for everyone who has been affected by the earthquake in turkey and syria it is incredibly tragic and hope they receive international relief 
"Standing with people of  in this difficult time. The amount of damage done by  is enormous. The entire world needs to help  to recover from the disaster.  must also provide assistance by sending troops, just as they did when we needed them. ",2023-02-06 13:12:45+00:00,standing with people of in this difficult time the amount of damage done by is enormous the entire world needs to help to recover from the disaster must also provide assistance by sending troops just as they did when we needed them 
"The United States was dissatisfied with Turkey for not allowing Sweden and others to join NATO, and used seismic weapons against Turkey. Americans should take full responsibility for the earthquake   ",2023-02-06 13:12:46+00:00,the united states was dissatisfied with turkey for not allowing sweden and others to join nato and used seismic weapons against turkey americans should take full responsibility for the earthquake 
🚨 JUST IN: Ghanaian player  is among the victims reportedly trapped under rubble after a massive  struck   prompting search and rescue efforts. The  We wish everyone who has been injured a speedy recovery. ,2023-02-06 13:12:46+00:00, just in ghanaian player is among the victims reportedly trapped under rubble after massive struck prompting search and rescue efforts the we wish everyone who has been injured speedy recovery 
 .... Massive 7.5 magnitude earthquake...,2023-02-06 13:12:50+00:00, massive magnitude earthquake 
Since I had no feeling about numbers I have heard.Almost the dealiest  s since 2013.More than 1300 people have died as of now. ,2023-02-06 13:12:50+00:00,since had no feeling about numbers have heard almost the dealiest since more than people have died as of now 
"A Powerful 7.8 magnitude earthquake badly destroyed  &amp;  Death toll rises to 1,639 while 6,000+ injured.ALLAH give them strength &amp; power to fight against this natural disaster.The entire world needs to help turk-syria to recover from the disaster. ",2023-02-06 13:12:56+00:00, powerful magnitude earthquake badly destroyed amp death toll rises to while injured allah give them strength amp power to fight against this natural disaster the entire world needs to help turk syria to recover from the disaster 
 | 783 dead in  after  new toll,2023-02-06 13:13:02+00:00, dead in after new toll
Multiple cracks reported in Atatürk Dam of  after Nearby area are being vacantExperts warned that dam may break any time &amp; flood may impact in 30 square kilometres area near the dam. (File Photo) ,2023-02-06 13:13:07+00:00,multiple cracks reported in atatürk dam of after nearby area are being vacantexperts warned that dam may break any time amp flood may impact in square kilometres area near the dam file photo 
The pain   Just tooo heartbreaking 💔,2023-02-06 13:13:07+00:00,the pain just too heartbreaking 
"Friends in the  earthquake zone, don't use your cars &amp; block traffic. If you're healthy, leave your home &amp; go to assembly areas, if any. Turn off electricity, natural gas, water before leaving home. Do not use to telephones use the internet instead. ",2023-02-06 13:13:11+00:00,friends in the earthquake zone don use your cars amp block traffic if you are healthy leave your home amp go to assembly areas if any turn off electricity natural gas water before leaving home do not use to telephones use the internet instead 
